"nomscientifiqueref" "nomvernaculaire" "cdnom" "espece" "genre" "famille" "especeevalueelr" "especereglementee" "dateobservation" "codeinseecommune" "annee"
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-02" 51047 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-11-04" 51583 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-11-28" 55166 2012
"Picus viridis" "Pic vert, Pivert" 3603 "Picus viridis" "Picus" "Picidae" "true" "false" "2012-09-10" 67502 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-12-01" 88073 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-06-13" 68029 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-11-09" 54159 2012
"Aegithalos caudatus" "Mésange à longue queue, Orite à longue queue" 4342 "Aegithalos caudatus" "Aegithalos" "Aegithalidae" "true" "false" "2012-11-06" 10224 2012
"Sylvia atricapilla" "Fauvette à tête noire" 4257 "Sylvia atricapilla" "Sylvia" "Sylviidae" "true" "false" "2012-06-22" 54528 2012
"Delichon urbicum" "Hirondelle de fenêtre" 459478 "Delichon urbicum" "Delichon" "Hirundinidae" "true" "false" "2012-08-20" 57096 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-10-10" 88073 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "true" "false" "2012-07-21" 52275 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-10-07" 52265 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-04-03" 51662 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-07-08" 67280 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-09-16" 57630 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-07-08" 88073 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-12-21" 55434 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-09-08" 88073 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-03-30" 88341 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-06-17" 88073 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-12-09" 55261 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-05-01" 67037 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-05-01" 51531 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-11-16" 68118 2012
"Coccothraustes coccothraustes" "Grosbec casse-noyaux" 4625 "Coccothraustes coccothraustes" "Coccothraustes" "Fringillidae" "false" "false" "2012-12-22" 67280 2012
"Pyrrhula pyrrhula" "Bouvreuil pivoine" 4619 "Pyrrhula pyrrhula" "Pyrrhula" "Fringillidae" "false" "false" "2012-09-28" 67280 2012
"Periparus ater" "Mésange noire" 534751 "Periparus ater" "Periparus" "Paridae" "false" "false" "2012-06-12" 88081 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-06-07" 68029 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-11-14" 10053 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-12-11" 57205 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-10-15" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-12-09" 8498 2012
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "false" "false" "2012-10-21" 88120 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-11-17" 54159 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "true" "false" "2012-11-17" 67068 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-04-02" 67324 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-12-11" 10387 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "false" "false" "2012-04-12" 52265 2012
"Corvus monedula" "Choucas des tours" 4496 "Corvus monedula" "Corvus" "Corvidae" "false" "false" "2012-05-04" 51530 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-11-24" 8403 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "false" "false" "2012-03-30" 10224 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-08-07" 51413 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-04-05" 57096 2012
"Sylvia atricapilla" "Fauvette à tête noire" 4257 "Sylvia atricapilla" "Sylvia" "Sylviidae" "false" "false" "2012-04-23" 67331 2012
"Emberiza citrinella" "Bruant jaune" 4657 "Emberiza citrinella" "Emberiza" "Emberizidae" "true" "false" "2012-12-08" 67514 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "true" "false" "2012-08-21" 88073 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-09-19" 57205 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-12-13" 55434 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-10-27" 88073 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-12-11" 52331 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-04-14" 57591 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-09-17" 55166 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-08-14" 88444 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-04-30" 51662 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-05-09" 51662 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-04-25" 57205 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "true" "false" "2012-04-09" 10224 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-11-23" 68029 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-09-10" 68029 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-10-30" 67280 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-04-07" 67544 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-12-28" 55166 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-04-03" 57205 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "true" "false" "2012-06-05" 67331 2012
"Picus viridis" "Pic vert, Pivert" 3603 "Picus viridis" "Picus" "Picidae" "true" "false" "2012-12-29" 55532 2012
"Columba livia" "Pigeon biset" 3420 "Columba livia" "Columba" "Columbidae" "false" "true" "2012-11-27" 68029 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-08-21" 68029 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-07-03" 55166 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-11-14" 55166 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-12-22" 52432 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-05-30" 57205 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-12-17" 8268 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-06-11" 55166 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-04-18" 55029 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-05-12" 8151 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "false" "2012-09-22" 10224 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-12-05" 54395 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-05-01" 57630 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-05-24" 68066 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-06-13" 67502 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-08-31" 68029 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-09-21" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-05-03" 8162 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-09-29" 55514 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-10-27" 68256 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-08-27" 57205 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-05-21" 55166 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-12-09" 67482 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-07-29" 54528 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-12-09" 88073 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-10-24" 88073 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-08-13" 10104 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-05-12" 68066 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-10-17" 68278 2012
"Troglodytes troglodytes" "Troglodyte mignon" 3967 "Troglodytes troglodytes" "Troglodytes" "Troglodytidae" "true" "false" "2012-04-15" 51277 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-09-08" 52265 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-10-23" 10425 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-11-22" 57205 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "true" "false" "2012-06-26" 51662 2012
"Picus viridis" "Pic vert, Pivert" 3603 "Picus viridis" "Picus" "Picidae" "false" "false" "2012-04-02" 52432 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-12-29" 52265 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-12-30" 88444 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-04-01" 51108 2012
"Picus viridis" "Pic vert, Pivert" 3603 "Picus viridis" "Picus" "Picidae" "true" "false" "2012-07-30" 57205 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-11-16" 68256 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-05-29" 68066 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-03-22" 57205 2012
"Linaria cannabina" "Linotte mélodieuse" 889047 "Linaria cannabina" "Linaria" "Fringillidae" "true" "false" "2012-05-07" 55427 2012
"Picus viridis" "Pic vert, Pivert" 3603 "Picus viridis" "Picus" "Picidae" "false" "false" "2012-04-04" 10224 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-12-22" 67280 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-06-10" 54159 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-11-09" 88073 2012
"Sylvia atricapilla" "Fauvette à tête noire" 4257 "Sylvia atricapilla" "Sylvia" "Sylviidae" "true" "false" "2012-04-21" 67331 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-04-02" 68066 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-04-27" 67331 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-10-27" 88120 2012
"Pyrrhula pyrrhula" "Bouvreuil pivoine" 4619 "Pyrrhula pyrrhula" "Pyrrhula" "Fringillidae" "true" "false" "2012-12-02" 51047 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-11-15" 88120 2012
"Pyrrhula pyrrhula" "Bouvreuil pivoine" 4619 "Pyrrhula pyrrhula" "Pyrrhula" "Fringillidae" "false" "false" "2012-03-22" 57205 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-10-20" 57563 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-10-17" 57096 2012
"Troglodytes troglodytes" "Troglodyte mignon" 3967 "Troglodytes troglodytes" "Troglodytes" "Troglodytidae" "false" "true" "2012-03-27" 51048 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-04-15" 51277 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-06-12" 68256 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-11-25" 51242 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-10-24" 88073 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-05-29" 57205 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-09-17" 10224 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-05-04" 88120 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-06-18" 88388 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-12-08" 10391 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-08-29" 67280 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-11-24" 10387 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-04-29" 57096 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-06-05" 54159 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "true" "false" "2012-12-09" 67544 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "false" "true" "2012-05-01" 51531 2012
"Emberiza citrinella" "Bruant jaune" 4657 "Emberiza citrinella" "Emberiza" "Emberizidae" "false" "false" "2012-12-05" 55532 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-07-04" 52265 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-03-27" 10224 2012
"Corvus monedula" "Choucas des tours" 4496 "Corvus monedula" "Corvus" "Corvidae" "true" "false" "2012-12-21" 55166 2012
"Sylvia atricapilla" "Fauvette à tête noire" 4257 "Sylvia atricapilla" "Sylvia" "Sylviidae" "true" "false" "2012-03-27" 51048 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-09-09" 55166 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-06-29" 10329 2012
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "true" "false" "2012-10-26" 88120 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-11-29" 55166 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-06-13" 54265 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-07-26" 54159 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-04-14" 55427 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-11-10" 54022 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-30" 68268 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-10-28" 68154 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-12-02" 88413 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-05-20" 8472 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-31" 67263 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "false" "false" "2012-08-24" 52265 2012
"Emberiza citrinella" "Bruant jaune" 4657 "Emberiza citrinella" "Emberiza" "Emberizidae" "false" "false" "2012-04-07" 67502 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-04-21" 52275 2012
"Picus viridis" "Pic vert, Pivert" 3603 "Picus viridis" "Picus" "Picidae" "false" "false" "2012-10-23" 10224 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-10-18" 67382 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-05-20" 67331 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-05-14" 68066 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "true" "false" "2012-05-13" 51530 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-06-03" 51662 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-05-30" 51662 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "true" "false" "2012-06-27" 51662 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-09-25" 88120 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-12-02" 68116 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-12-01" 52121 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-09-01" 57630 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-06-11" 54528 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-11-13" 68029 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-11-01" 54452 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-10-30" 68029 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-08-01" 52275 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-10-23" 10224 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-10-05" 68029 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-06-07" 51530 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-06-11" 54528 2012
"Coccothraustes coccothraustes" "Grosbec casse-noyaux" 4625 "Coccothraustes coccothraustes" "Coccothraustes" "Fringillidae" "true" "false" "2012-11-15" 68029 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-12-30" 55551 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-11-13" 8105 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "true" "false" "2012-04-26" 8298 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-10-07" 57043 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-05-06" 57096 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-05-13" 57096 2012
"Passer montanus" "Moineau friquet" 4532 "Passer montanus" "Passer" "Passeridae" "false" "false" "2012-11-09" 88073 2012
"Periparus ater" "Mésange noire" 534751 "Periparus ater" "Periparus" "Paridae" "true" "false" "2012-04-22" 52265 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-09-05" 57205 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "true" "false" "2012-05-24" 52275 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-07-19" 52275 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-07-23" 52432 2012
"Columba livia" "Pigeon biset" 3420 "Columba livia" "Columba" "Columbidae" "false" "true" "2012-11-28" 68256 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-07-24" 52275 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-07-23" 67544 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-05-02" 57630 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-17" 10362 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-04-18" 52265 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-12-15" 54159 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-08-06" 68029 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-04-09" 51530 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-11-27" 88073 2012
